holiday,temp,rain_1h,snow_1h,Year,Month,Day,Hour,weather_main,weather_description,traffic_volume
6,265.81,0.0,0,2013,1,2,22,1,18,1424
6,266.1,0.0,0,2013,1,2,23,1,18,952
6,258.79,0.0,0,2013,1,3,1,1,2,349
6,258.79,0.0,0,2013,1,3,2,1,2,276
6,258.79,0.0,0,2013,1,3,4,1,2,729
6,258.79,0.0,0,2013,1,3,5,1,2,2383
6,258.79,0.0,0,2013,1,3,6,1,2,5390
6,262.53,0.0,0,2013,1,3,7,1,18,6431
6,263.93,0.0,0,2013,1,3,9,7,10,4768
6,263.93,0.0,0,2013,1,3,9,5,16,4768
6,263.93,0.0,0,2013,1,3,9,3,5,4768
6,263.95,0.0,0,2013,1,3,10,7,10,4002
6,263.95,0.0,0,2013,1,3,10,5,16,4002
6,264.2,0.0,0,2013,1,3,11,7,10,4280
6,264.2,0.0,0,2013,1,3,11,5,16,4280
6,264.81,0.0,0,2013,1,3,12,7,10,4540
6,264.81,0.0,0,2013,1,3,12,5,16,4540
6,264.97,0.0,0,2013,1,3,13,7,10,4729
6,264.97,0.0,0,2013,1,3,13,5,16,4729
6,264.97,0.0,0,2013,1,3,13,4,7,4729
6,265.22,0.0,0,2013,1,3,14,7,10,4944
6,265.22,0.0,0,2013,1,3,14,5,16,4944
6,265.22,0.0,0,2013,1,3,14,4,7,4944
6,265.33,0.0,0,2013,1,3,15,7,10,5297
6,265.33,0.0,0,2013,1,3,15,5,16,5297
6,265.16,0.0,0,2013,1,3,16,7,10,6142
6,265.16,0.0,0,2013,1,3,16,5,16,6142
6,265.16,0.0,0,2013,1,3,17,5,16,5782
6,265.37,0.0,0,2013,1,3,18,5,16,4129
6,265.37,0.0,0,2013,1,3,18,4,7,4129
6,265.47,0.0,0,2013,1,3,19,5,16,2925
6,265.47,0.0,0,2013,1,3,19,7,10,2925
6,265.72,0.0,0,2013,1,3,20,5,16,2453
6,265.72,0.0,0,2013,1,3,20,7,10,2453
6,265.72,0.0,0,2013,1,3,20,4,7,2453
6,266.09,0.0,0,2013,1,3,21,5,16,2046
6,266.09,0.0,0,2013,1,3,21,4,7,2046
6,266.09,0.0,0,2013,1,3,21,7,10,2046
6,266.41,0.0,0,2013,1,3,22,5,16,1550
6,266.41,0.0,0,2013,1,3,22,7,10,1550
6,266.41,0.0,0,2013,1,3,22,4,7,1550
6,266.78,0.0,0,2013,1,3,23,5,16,1079
6,266.78,0.0,0,2013,1,3,23,4,7,1079
6,266.78,0.0,0,2013,1,3,23,7,10,1079
6,266.34,0.0,0,2013,1,4,0,5,16,604
6,266.34,0.0,0,2013,1,4,0,7,10,604
6,265.93,0.0,0,2013,1,4,1,7,10,353
6,265.52,0.0,0,2013,1,4,2,7,10,301
6,265.52,0.0,0,2013,1,4,2,5,16,301
6,264.85,0.0,0,2013,1,4,3,7,10,326
6,264.85,0.0,0,2013,1,4,3,5,16,326
6,264.49,0.0,0,2013,1,4,4,4,7,675
6,263.6,0.0,0,2013,1,4,5,4,7,2195
6,263.02,0.0,0,2013,1,4,6,4,7,5263
6,263.02,0.0,0,2013,1,4,6,7,10,5263
6,262.46,0.0,0,2013,1,4,7,7,10,6380
6,261.8,0.0,0,2013,1,4,8,7,10,5761
6,261.9,0.0,0,2013,1,4,9,7,10,4844
6,261.9,0.0,0,2013,1,4,9,5,16,4844
6,261.6,0.0,0,2013,1,4,10,7,10,4327
6,261.6,0.0,0,2013,1,4,10,5,16,4327
6,261.71,0.0,0,2013,1,4,11,7,10,4787
6,261.71,0.0,0,2013,1,4,11,5,16,4787
6,262.11,0.0,0,2013,1,4,12,7,10,4880
6,262.42,0.0,0,2013,1,4,13,0,24,5026
6,262.6,0.0,0,2013,1,4,14,0,24,5315
6,262.94,0.0,0,2013,1,4,15,0,24,5636
6,262.68,0.0,0,2013,1,4,16,0,24,6256
6,261.88,0.0,0,2013,1,4,17,0,24,5900
6,261.23,0.0,0,2013,1,4,18,0,24,4353
6,260.92,0.0,0,2013,1,4,19,0,24,3135
6,261.49,0.0,0,2013,1,4,20,0,24,2674
6,262.26,0.0,0,2013,1,4,21,0,24,2463
6,262.82,0.0,0,2013,1,4,22,0,24,2064
6,263.44,0.0,0,2013,1,4,23,0,24,1517
6,265.69,0.0,0,2013,1,5,4,0,24,375
6,265.69,0.0,0,2013,1,5,5,0,24,652
6,265.37,0.0,0,2013,1,5,7,0,24,1597
6,265.43,0.0,0,2013,1,5,8,0,24,2339
6,266.29,0.0,0,2013,1,5,9,0,24,3177
6,267.41,0.0,0,2013,1,5,10,0,24,3482
6,269.0,0.0,0,2013,1,5,11,0,24,3813
6,270.17,0.0,0,2013,1,5,12,0,24,4406
6,270.98,0.0,0,2013,1,5,13,0,24,4191
6,271.33,0.0,0,2013,1,5,14,0,24,4296
6,271.56,0.0,0,2013,1,5,15,0,24,4387
6,270.7,0.0,0,2013,1,5,16,1,4,4273
6,269.17,0.0,0,2013,1,5,17,1,4,4230
6,267.38,0.0,0,2013,1,5,18,1,4,3781
6,265.82,0.0,0,2013,1,5,19,1,4,2342
6,264.49,0.0,0,2013,1,5,20,0,24,1933
6,264.15,0.0,0,2013,1,5,21,0,24,1873
6,263.87,0.0,0,2013,1,5,22,1,4,2502
6,262.42,0.0,0,2013,1,5,23,0,24,1602
6,262.36,0.0,0,2013,1,6,0,0,24,951
6,261.78,0.0,0,2013,1,6,1,0,24,608
6,261.8,0.0,0,2013,1,6,2,5,16,507
6,262.03,0.0,0,2013,1,6,3,0,24,318
6,261.09,0.0,0,2013,1,6,4,5,16,256
6,260.21,0.0,0,2013,1,6,5,5,16,406
6,260.71,0.0,0,2013,1,6,6,5,16,709
6,260.78,0.0,0,2013,1,6,7,5,16,927
6,260.68,0.0,0,2013,1,6,8,5,16,1478
6,261.36,0.0,0,2013,1,6,9,5,16,2304
6,263.85,0.0,0,2013,1,6,10,5,16,2897
6,263.85,0.0,0,2013,1,6,10,4,7,2897
6,265.12,0.0,0,2013,1,6,11,4,7,3190
6,265.12,0.0,0,2013,1,6,11,5,16,3190
6,266.49,0.0,0,2013,1,6,12,4,7,3441
6,267.71,0.0,0,2013,1,6,13,4,7,3840
6,268.3,0.0,0,2013,1,6,14,4,7,4074
6,268.5,0.0,0,2013,1,6,15,4,7,4037
6,267.89,0.0,0,2013,1,6,16,4,7,3969
6,267.16,0.0,0,2013,1,6,17,0,24,3762
6,265.97,0.0,0,2013,1,6,18,1,2,3062
6,265.9,0.0,0,2013,1,6,19,1,2,2512
6,265.09,0.0,0,2013,1,6,20,1,2,2087
6,264.78,0.0,0,2013,1,6,21,5,16,1669
6,264.78,0.0,0,2013,1,6,21,4,7,1669
6,265.04,0.0,0,2013,1,6,22,5,16,1384
6,265.04,0.0,0,2013,1,6,22,4,7,1384
6,265.34,0.0,0,2013,1,6,23,4,7,853
6,265.05,0.0,0,2013,1,7,0,4,7,442
6,264.53,0.0,0,2013,1,7,1,4,7,312
6,264.07,0.0,0,2013,1,7,2,0,24,248
6,263.91,0.0,0,2013,1,7,3,1,22,278
6,264.24,0.0,0,2013,1,7,4,1,2,754
6,263.69,0.0,0,2013,1,7,5,1,2,2398
6,262.3,0.0,0,2013,1,7,6,1,4,5522
6,261.6,0.0,0,2013,1,7,7,1,4,6681
6,260.79,0.0,0,2013,1,7,8,0,24,5839
6,261.94,0.0,0,2013,1,7,9,0,24,4709
6,263.58,0.0,0,2013,1,7,10,0,24,4131
6,264.96,0.0,0,2013,1,7,11,0,24,4294
6,265.93,0.0,0,2013,1,7,12,1,4,4410
6,266.71,0.0,0,2013,1,7,13,1,4,4642
6,267.16,0.0,0,2013,1,7,14,1,4,5105
6,267.15,0.0,0,2013,1,7,15,1,4,5494
6,266.48,0.0,0,2013,1,7,16,1,22,6231
6,265.22,0.0,0,2013,1,7,17,1,22,5717
6,264.06,0.0,0,2013,1,7,18,1,4,4169
6,263.44,0.0,0,2013,1,7,19,1,4,2752
6,263.13,0.0,0,2013,1,7,20,1,4,2229
6,263.08,0.0,0,2013,1,7,21,1,4,1894
6,263.88,0.0,0,2013,1,7,22,1,2,1440
6,264.49,0.0,0,2013,1,7,23,1,22,961
6,265.41,0.0,0,2013,1,8,0,1,2,489
6,267.04,0.0,0,2013,1,8,1,1,18,333
6,268.77,0.0,0,2013,1,8,2,1,18,230
6,269.8,0.0,0,2013,1,8,3,1,2,314
6,270.68,0.0,0,2013,1,8,4,1,2,758
6,270.84,0.0,0,2013,1,8,5,1,22,2432
6,270.74,0.0,0,2013,1,8,6,1,22,5674
6,270.32,0.0,0,2013,1,8,7,1,2,6771
6,270.22,0.0,0,2013,1,8,8,1,2,6094
6,270.27,0.0,0,2013,1,8,9,1,2,4964
6,271.43,0.0,0,2013,1,8,10,1,2,4357
6,272.0,0.0,0,2013,1,8,11,1,2,4432
6,273.05,0.0,0,2013,1,8,12,1,2,4589
6,274.18,0.0,0,2013,1,8,13,1,22,4858
6,274.38,0.0,0,2013,1,8,16,1,22,6486
6,273.44,0.0,0,2013,1,8,17,1,22,6271
6,272.23,0.0,0,2013,1,8,18,1,22,4677
6,271.79,0.0,0,2013,1,8,19,1,22,2805
6,270.98,0.0,0,2013,1,8,20,1,4,2528
6,270.4,0.0,0,2013,1,8,21,1,22,2278
6,269.75,0.0,0,2013,1,8,22,1,2,1733
6,269.43,0.0,0,2013,1,8,23,5,16,945
6,268.26,0.0,0,2013,1,9,0,5,16,531
6,266.67,0.0,0,2013,1,9,1,5,16,357
6,265.93,0.0,0,2013,1,9,2,5,16,271
6,263.93,0.0,0,2013,1,9,4,5,16,773
6,263.93,0.0,0,2013,1,9,4,3,5,773
6,263.85,0.0,0,2013,1,9,5,5,16,2456
6,264.88,0.0,0,2013,1,9,7,5,16,6852
6,266.57,0.0,0,2013,1,9,8,5,16,6234
6,268.3,0.0,0,2013,1,9,9,5,16,5061
6,269.84,0.0,0,2013,1,9,10,5,16,4243
6,271.42,0.0,0,2013,1,9,11,4,7,4677
6,272.58,0.0,0,2013,1,9,12,1,2,4753
6,273.13,0.0,0,2013,1,9,13,1,2,4780
6,273.56,0.0,0,2013,1,9,14,1,2,5217
6,273.86,0.0,0,2013,1,9,15,1,18,5447
6,273.67,0.0,0,2013,1,9,16,1,18,6394
6,273.51,0.0,0,2013,1,9,17,1,18,6139
6,273.49,0.0,0,2013,1,9,18,1,18,4465
6,273.12,0.0,0,2013,1,9,19,1,18,2952
6,271.48,0.0,0,2013,1,9,20,1,18,2603
6,272.65,0.0,0,2013,1,10,3,1,4,314
6,273.65,0.0,0,2013,1,10,4,0,24,754
6,272.95,0.0,0,2013,1,10,12,0,24,4902
6,272.08,0.0,0,2013,1,10,17,1,4,5886
6,270.58,0.0,0,2013,1,10,18,1,4,4322
6,268.38,0.0,0,2013,1,10,19,1,4,2857
6,269.07,0.0,0,2013,1,10,20,0,24,2474
6,269.44,0.0,0,2013,1,10,21,0,24,2365
6,269.45,0.0,0,2013,1,10,23,0,24,1070
6,270.06,0.0,0,2013,1,11,0,0,24,557
6,270.51,0.0,0,2013,1,11,1,0,24,334
6,270.64,0.0,0,2013,1,11,2,0,24,308
6,270.86,0.0,0,2013,1,11,3,1,2,322
6,271.38,0.0,0,2013,1,11,4,1,2,723
6,272.13,0.0,0,2013,1,11,5,0,24,2367
6,272.52,0.0,0,2013,1,11,6,0,24,5163
6,272.52,0.0,0,2013,1,11,7,1,4,6029
6,272.79,0.0,0,2013,1,11,8,1,4,5751
6,273.38,0.0,0,2013,1,11,9,1,4,4847
6,274.88,0.0,0,2013,1,11,10,1,22,4367
6,275.86,0.0,0,2013,1,11,11,1,2,4786
6,276.89,0.0,0,2013,1,11,13,1,2,4885
6,276.89,0.0,0,2013,1,11,14,1,18,5387
6,276.29,0.0,0,2013,1,11,17,6,13,5668
6,276.29,0.0,0,2013,1,11,17,6,17,5668
6,276.29,0.0,0,2013,1,11,17,2,3,5668
6,276.29,0.0,0,2013,1,11,17,2,11,5668
6,274.92,0.0,0,2013,1,11,18,6,13,4476
6,274.92,0.0,0,2013,1,11,18,6,17,4476
6,274.05,0.0,0,2013,1,11,19,6,13,3433
6,274.05,0.0,0,2013,1,11,19,5,16,3433
6,274.05,0.0,0,2013,1,11,19,6,17,3433
6,273.93,0.0,0,2013,1,11,20,6,13,2711
6,273.93,0.0,0,2013,1,11,20,5,16,2711
6,273.93,0.0,0,2013,1,11,21,6,13,2511
6,273.93,0.0,0,2013,1,11,21,5,16,2511
6,273.93,0.0,0,2013,1,11,21,2,3,2511
6,274.05,0.0,0,2013,1,11,22,5,16,2143
6,274.05,0.0,0,2013,1,11,22,6,13,2143
6,274.18,0.0,0,2013,1,11,23,2,11,1629
6,274.18,0.0,0,2013,1,11,23,5,16,1629
6,274.18,0.0,0,2013,1,11,23,6,13,1629
6,274.67,0.0,0,2013,1,12,0,2,11,1043
6,274.67,0.0,0,2013,1,12,0,5,16,1043
6,274.67,0.0,0,2013,1,12,0,6,13,1043
6,274.67,0.0,0,2013,1,12,1,5,16,682
6,274.67,0.0,0,2013,1,12,1,6,13,682
6,274.67,0.0,0,2013,1,12,2,5,16,518
6,274.67,0.0,0,2013,1,12,3,5,16,353
6,274.67,0.0,0,2013,1,12,4,5,16,382
6,274.8,0.0,0,2013,1,12,5,5,16,644
6,274.8,0.0,0,2013,1,12,5,3,5,644
6,274.8,0.0,0,2013,1,12,6,2,11,1142
6,274.8,0.0,0,2013,1,12,6,5,16,1142
6,274.8,0.0,0,2013,1,12,6,3,5,1142
6,274.67,0.0,0,2013,1,12,7,2,11,1696
6,274.67,0.0,0,2013,1,12,7,5,16,1696
6,274.8,0.0,0,2013,1,12,8,5,16,2624
6,275.05,0.0,0,2013,1,12,9,5,16,3377
6,275.29,0.0,0,2013,1,12,10,5,16,3600
6,275.54,0.0,0,2013,1,12,11,2,11,4017
6,275.54,0.0,0,2013,1,12,11,5,16,4017
6,275.54,0.0,0,2013,1,12,11,3,5,4017
6,275.66,0.0,0,2013,1,12,12,2,11,4538
6,275.66,0.0,0,2013,1,12,12,5,16,4538
6,275.66,0.0,0,2013,1,12,12,3,5,4538
6,275.79,0.0,0,2013,1,12,13,2,11,4556
6,275.79,0.0,0,2013,1,12,13,5,16,4556
6,275.92,0.0,0,2013,1,12,14,2,11,4547
6,275.92,0.0,0,2013,1,12,14,5,16,4547
6,275.66,0.0,0,2013,1,12,15,2,11,4557
6,275.66,0.0,0,2013,1,12,15,5,16,4557
6,275.66,0.0,0,2013,1,12,15,3,5,4557
6,275.67,0.0,0,2013,1,12,16,2,11,4338
6,275.67,0.0,0,2013,1,12,16,5,16,4338
6,275.93,0.0,0,2013,1,12,17,5,16,4170
6,275.93,0.0,0,2013,1,12,17,2,11,4170
6,275.93,0.0,0,2013,1,12,17,2,3,4170
6,276.05,0.0,0,2013,1,12,18,5,16,3789
6,276.05,0.0,0,2013,1,12,18,2,11,3789
6,276.05,0.0,0,2013,1,12,18,6,13,3789
6,276.31,0.0,0,2013,1,12,19,5,16,2627
6,276.31,0.0,0,2013,1,12,19,2,11,2627
6,276.68,0.0,0,2013,1,12,20,5,16,2352
6,276.68,0.0,0,2013,1,12,20,2,11,2352
6,276.68,0.0,0,2013,1,12,20,2,3,2352
6,276.93,0.0,0,2013,1,12,21,5,16,2304
6,276.93,0.0,0,2013,1,12,21,3,5,2304
6,276.93,0.0,0,2013,1,12,21,2,11,2304
6,277.31,0.0,0,2013,1,12,22,6,13,2101
6,277.31,0.0,0,2013,1,12,22,5,16,2101
6,277.31,0.0,0,2013,1,12,22,2,11,2101
6,277.21,0.0,0,2013,1,12,23,5,16,1807
6,276.2,0.0,0,2013,1,13,0,1,18,1049
6,274.35,0.0,0,2013,1,13,1,7,10,681
6,274.35,0.0,0,2013,1,13,1,5,16,681
6,268.44,0.0,0,2013,1,13,3,7,10,306
6,267.57,0.0,0,2013,1,13,4,7,10,199
6,266.2,0.0,0,2013,1,13,5,7,10,422
6,265.06,0.0,0,2013,1,13,6,7,10,686
6,264.83,0.0,0,2013,1,13,7,7,10,951
6,263.83,0.0,0,2013,1,13,8,7,10,1444
6,263.07,0.0,0,2013,1,13,10,4,7,2983
6,263.07,0.0,0,2013,1,13,10,7,10,2983
6,263.07,0.0,0,2013,1,13,11,1,22,3498
6,262.93,0.0,0,2013,1,13,13,1,2,3907
6,262.31,0.0,0,2013,1,13,14,7,10,3644
6,261.32,0.0,0,2013,1,13,16,1,2,3687
6,260.58,0.0,0,2013,1,13,17,1,18,3400
6,259.94,0.0,0,2013,1,13,19,1,22,2363
6,259.08,0.0,0,2013,1,13,20,1,2,1943
6,258.71,0.0,0,2013,1,13,21,4,7,1718
6,258.45,0.0,0,2013,1,13,22,1,4,1274
6,257.83,0.0,0,2013,1,13,23,1,4,785
6,257.7,0.0,0,2013,1,14,0,1,4,429
6,257.19,0.0,0,2013,1,14,1,1,4,265
6,256.95,0.0,0,2013,1,14,2,0,24,222
6,256.83,0.0,0,2013,1,14,3,0,24,281
6,256.7,0.0,0,2013,1,14,4,1,4,735
6,256.58,0.0,0,2013,1,14,5,1,18,2368
6,256.34,0.0,0,2013,1,14,6,1,18,5427
6,256.34,0.0,0,2013,1,14,7,1,18,6579
6,256.2,0.0,0,2013,1,14,8,1,2,5908
6,256.42,0.0,0,2013,1,14,9,7,10,4673
6,256.82,0.0,0,2013,1,14,10,7,10,3943
6,256.82,0.0,0,2013,1,14,10,4,7,3943
6,257.68,0.0,0,2013,1,14,11,7,10,4217
6,257.68,0.0,0,2013,1,14,11,4,7,4217
6,258.59,0.0,0,2013,1,14,12,4,7,4509
6,258.59,0.0,0,2013,1,14,12,7,10,4509
6,259.07,0.0,0,2013,1,14,13,7,10,4532
6,259.07,0.0,0,2013,1,14,13,4,7,4532
6,259.56,0.0,0,2013,1,14,14,7,10,5170
6,259.6,0.0,0,2013,1,14,15,7,10,5554
6,259.6,0.0,0,2013,1,14,15,4,7,5554
6,259.45,0.0,0,2013,1,14,16,7,10,6414
6,259.45,0.0,0,2013,1,14,16,4,7,6414
6,259.1,0.0,0,2013,1,14,17,1,18,5964
6,258.83,0.0,0,2013,1,14,18,1,18,4203
6,258.51,0.0,0,2013,1,14,19,1,2,2859
6,258.42,0.0,0,2013,1,14,20,1,22,2298
6,258.22,0.0,0,2013,1,14,21,1,4,2065
6,257.97,0.0,0,2013,1,14,22,0,24,1347
6,257.97,0.0,0,2013,1,14,23,0,24,909
6,257.93,0.0,0,2013,1,15,0,0,24,487
6,257.93,0.0,0,2013,1,15,1,0,24,325
6,257.72,0.0,0,2013,1,15,2,0,24,246
6,257.67,0.0,0,2013,1,15,3,0,24,289
6,257.57,0.0,0,2013,1,15,4,0,24,731
6,257.77,0.0,0,2013,1,15,5,0,24,2432
6,257.79,0.0,0,2013,1,15,6,1,4,5434
6,257.75,0.0,0,2013,1,15,7,1,18,5916
6,257.66,0.0,0,2013,1,15,8,1,2,6179
6,258.65,0.0,0,2013,1,15,10,1,4,4189
6,259.57,0.0,0,2013,1,15,11,1,22,4497
6,261.3,0.0,0,2013,1,15,13,1,22,4884
6,261.68,0.0,0,2013,1,15,14,1,4,5136
6,261.78,0.0,0,2013,1,15,15,1,4,5627
6,261.39,0.0,0,2013,1,15,16,0,24,6493
6,260.82,0.0,0,2013,1,15,17,1,4,5739
6,260.76,0.0,0,2013,1,15,18,1,4,4491
6,260.66,0.0,0,2013,1,15,19,1,2,3043
6,260.71,0.0,0,2013,1,15,20,1,2,2828
6,260.66,0.0,0,2013,1,15,21,1,2,2331
6,260.66,0.0,0,2013,1,15,22,1,4,1433
6,260.5,0.0,0,2013,1,15,23,0,24,989
6,261.2,0.0,0,2013,1,16,0,0,24,498
6,261.36,0.0,0,2013,1,16,1,0,24,330
6,262.03,0.0,0,2013,1,16,2,5,16,249
6,261.26,0.0,0,2013,1,16,4,0,24,792
6,260.99,0.0,0,2013,1,16,5,5,16,2408
6,260.5,0.0,0,2013,1,16,6,0,24,4987
6,260.08,0.0,0,2013,1,16,7,0,24,5709
6,260.94,0.0,0,2013,1,16,8,1,4,5751
6,262.93,0.0,0,2013,1,16,9,1,4,5303
6,264.57,0.0,0,2013,1,16,10,0,24,4333
6,266.42,0.0,0,2013,1,16,11,0,24,4623
6,268.51,0.0,0,2013,1,16,12,0,24,4849
6,269.74,0.0,0,2013,1,16,13,0,24,4984
6,270.59,0.0,0,2013,1,16,14,0,24,5354
6,271.15,0.0,0,2013,1,16,15,1,4,5700
6,271.2,0.0,0,2013,1,16,16,1,4,6465
6,270.29,0.0,0,2013,1,16,17,0,24,6019
6,269.28,0.0,0,2013,1,16,18,0,24,4425
6,268.85,0.0,0,2013,1,16,19,0,24,3188
6,268.95,0.0,0,2013,1,16,20,0,24,2807
6,268.8,0.0,0,2013,1,16,21,0,24,3090
6,268.71,0.0,0,2013,1,16,22,0,24,2171
6,268.71,0.0,0,2013,1,17,0,0,24,542
6,266.25,0.0,0,2013,1,17,1,1,2,339
6,266.25,0.0,0,2013,1,17,2,1,2,279
6,266.25,0.0,0,2013,1,17,3,1,2,299
6,266.25,0.0,0,2013,1,17,4,1,2,761
6,266.25,0.0,0,2013,1,17,5,1,2,2502
6,266.25,0.0,0,2013,1,17,6,1,2,5611
6,271.5,0.0,0,2013,1,17,7,5,16,6857
6,271.5,0.0,0,2013,1,17,7,7,10,6857
6,272.11,0.0,0,2013,1,17,8,1,18,5912
6,273.0,0.0,0,2013,1,17,9,1,18,4952
6,274.1,0.0,0,2013,1,17,10,1,18,4205
6,274.78,0.0,0,2013,1,17,11,1,18,4662
6,274.07,0.0,0,2013,1,17,12,7,10,4929
6,272.73,0.0,0,2013,1,17,13,7,10,4897
6,271.74,0.0,0,2013,1,17,14,7,10,5268
6,271.74,0.0,0,2013,1,17,14,5,16,5268
6,270.98,0.0,0,2013,1,17,15,7,10,5873
6,270.58,0.0,0,2013,1,17,16,1,18,6490
6,269.63,0.0,0,2013,1,17,17,1,4,6488
6,267.73,0.0,0,2013,1,17,18,0,24,4582
6,266.83,0.0,0,2013,1,17,19,0,24,3243
6,265.75,0.0,0,2013,1,17,20,0,24,2761
6,264.32,0.0,0,2013,1,17,21,0,24,2646
6,263.51,0.0,0,2013,1,17,22,0,24,1787
6,262.34,0.0,0,2013,1,17,23,0,24,1147
6,261.36,0.0,0,2013,1,18,0,0,24,602
6,260.74,0.0,0,2013,1,18,1,1,4,355
6,260.58,0.0,0,2013,1,18,2,1,2,301
6,260.32,0.0,0,2013,1,18,3,1,18,345
6,260.0,0.0,0,2013,1,18,4,1,2,712
6,259.77,0.0,0,2013,1,18,5,1,2,2316
6,258.94,0.0,0,2013,1,18,6,1,2,5157
6,258.52,0.0,0,2013,1,18,7,1,4,6439
6,258.78,0.0,0,2013,1,18,8,1,4,5727
6,259.76,0.0,0,2013,1,18,9,7,10,5023
6,260.17,0.0,0,2013,1,18,10,7,10,4367
6,261.02,0.0,0,2013,1,18,11,7,10,4813
6,261.02,0.0,0,2013,1,18,11,4,7,4813
6,264.55,0.0,0,2013,1,18,13,1,4,5398
6,265.22,0.0,0,2013,1,18,14,1,4,5474
6,265.34,0.0,0,2013,1,18,15,0,24,5953
6,265.31,0.0,0,2013,1,18,16,0,24,6514
6,264.4,0.0,0,2013,1,18,17,1,4,5927
6,263.1,0.0,0,2013,1,18,18,1,4,4792
6,263.15,0.0,0,2013,1,18,19,1,22,3503
6,263.21,0.0,0,2013,1,18,20,1,18,2799
6,264.02,0.0,0,2013,1,18,21,1,18,2669
6,264.01,0.0,0,2013,1,18,22,1,18,2311
6,264.4,0.0,0,2013,1,18,23,1,18,1659
6,264.61,0.0,0,2013,1,19,0,7,10,1021
6,264.75,0.0,0,2013,1,19,1,7,10,696
6,264.86,0.0,0,2013,1,19,2,7,10,535
6,264.86,0.0,0,2013,1,19,2,5,16,535
6,265.37,0.0,0,2013,1,19,3,7,10,353
6,265.78,0.0,0,2013,1,19,4,1,18,361
6,266.24,0.0,0,2013,1,19,5,1,18,687
6,267.11,0.0,0,2013,1,19,6,1,18,1111
6,267.98,0.0,0,2013,1,19,7,1,18,1702
6,269.02,0.0,0,2013,1,19,8,1,18,2595
6,271.02,0.0,0,2013,1,19,9,1,2,3346
6,272.74,0.0,0,2013,1,19,10,1,2,3550
6,275.16,0.0,0,2013,1,19,11,1,22,4096
6,276.72,0.0,0,2013,1,19,12,1,22,4803
6,277.1,0.0,0,2013,1,19,13,1,2,4906
6,277.28,0.0,0,2013,1,19,14,1,2,4973
6,276.74,0.0,0,2013,1,19,15,1,2,4791
6,276.08,0.0,0,2013,1,19,16,1,2,4837
6,275.27,0.0,0,2013,1,19,17,1,22,4825
6,274.02,0.0,0,2013,1,19,18,1,4,4530
6,273.53,0.0,0,2013,1,19,19,1,4,3076
6,273.0,0.0,0,2013,1,19,20,1,4,2532
6,271.8,0.0,0,2013,1,19,22,1,22,3096
6,271.42,0.0,0,2013,1,19,23,1,22,3125
6,270.86,0.0,0,2013,1,20,1,1,18,784
